,projectname,packagename,classqualifiedname,classname,ori_package,tar_package,ori_CBO,ori_MPC_max,ori_MPC_ave,ori_MPC_sum,tar_CBO,tar_MPC_max,tar_MPC_ave,tar_MPC_sum,label
35,jexcelapi_2_6_12,jxl,jxl.Range,Range,jxl.read.biff,jxl,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
36,jexcelapi_2_6_12,jxl,jxl.NumberCell,NumberCell,jxl,jxl.write,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,jexcelapi_2_6_12,jxl,jxl.NumberCell,NumberCell,jxl.write,jxl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,jexcelapi_2_6_12,jxl,jxl.Cell,Cell,jxl,jxl.biff,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
39,jexcelapi_2_6_12,jxl,jxl.Cell,Cell,jxl.biff,jxl,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
40,jexcelapi_2_6_12,jxl,jxl.HeaderFooter,HeaderFooter,jxl,jxl.write,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,jexcelapi_2_6_12,jxl,jxl.HeaderFooter,HeaderFooter,jxl.write,jxl,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
42,jexcelapi_2_6_12,jxl,jxl.JXLException,JXLException,jxl,jxl.biff.formula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,jexcelapi_2_6_12,jxl,jxl.JXLException,JXLException,jxl.biff.formula,jxl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,jexcelapi_2_6_12,jxl,jxl.BooleanCell,BooleanCell,jxl,jxl.biff.drawing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,jexcelapi_2_6_12,jxl,jxl.BooleanCell,BooleanCell,jxl.biff.drawing,jxl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,jexcelapi_2_6_12,jxl.biff,jxl.biff.WorkspaceInformationRecord,WorkspaceInformationRecord,jxl.biff,jxl.demo,2.0,2.0,0.0625,3.0,0.0,0.0,0.0,0.0,0.0
47,jexcelapi_2_6_12,jxl.biff,jxl.biff.WorkspaceInformationRecord,WorkspaceInformationRecord,jxl.demo,jxl.biff,0.0,0.0,0.0,0.0,2.0,2.0,0.0625,3.0,1.0
48,jexcelapi_2_6_12,jxl.biff,jxl.biff.ByteArray,ByteArray,jxl.biff,jxl.write.biff,2.0,2.0,0.041666666666666664,2.0,0.0,0.0,0.0,0.0,0.0
49,jexcelapi_2_6_12,jxl.biff,jxl.biff.ByteArray,ByteArray,jxl.write.biff,jxl.biff,0.0,0.0,0.0,0.0,2.0,2.0,0.041666666666666664,2.0,1.0
50,jexcelapi_2_6_12,jxl.biff,jxl.biff.XCTRecord,XCTRecord,jxl.biff,jxl.biff.drawing,1.0,1.0,0.020833333333333332,1.0,0.0,0.0,0.0,0.0,0.0
51,jexcelapi_2_6_12,jxl.biff,jxl.biff.XCTRecord,XCTRecord,jxl.biff.drawing,jxl.biff,0.0,0.0,0.0,0.0,1.0,1.0,0.020833333333333332,1.0,1.0
52,jexcelapi_2_6_12,jxl.biff,jxl.biff.FilterModeRecord,FilterModeRecord,jxl.biff,jxl.format,2.0,1.0,0.020833333333333332,1.0,0.0,0.0,0.0,0.0,0.0
53,jexcelapi_2_6_12,jxl.biff,jxl.biff.FilterModeRecord,FilterModeRecord,jxl.format,jxl.biff,0.0,0.0,0.0,0.0,2.0,1.0,0.020833333333333332,1.0,1.0
54,jexcelapi_2_6_12,jxl.biff,jxl.biff.AutoFilter,AutoFilter,jxl.biff,jxl.demo,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,jexcelapi_2_6_12,jxl.biff,jxl.biff.AutoFilter,AutoFilter,jxl.demo,jxl.biff,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
56,jexcelapi_2_6_12,jxl.biff,jxl.biff.BuiltInName,BuiltInName,jxl.biff,jxl,1.0,1.0,0.020833333333333332,1.0,0.0,0.0,0.0,0.0,0.0
57,jexcelapi_2_6_12,jxl.biff,jxl.biff.BuiltInName,BuiltInName,jxl,jxl.biff,0.0,0.0,0.0,0.0,1.0,1.0,0.020833333333333332,1.0,1.0
58,jexcelapi_2_6_12,jxl.biff,jxl.biff.ContinueRecord,ContinueRecord,jxl.biff,jxl.biff.formula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,jexcelapi_2_6_12,jxl.biff,jxl.biff.ContinueRecord,ContinueRecord,jxl.biff.formula,jxl.biff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60,jexcelapi_2_6_12,jxl.biff,jxl.biff.ConditionalFormat,ConditionalFormat,jxl.biff,jxl,2.0,4.0,0.08333333333333333,4.0,0.0,0.0,0.0,0.0,0.0
61,jexcelapi_2_6_12,jxl.biff,jxl.biff.ConditionalFormat,ConditionalFormat,jxl,jxl.biff,0.0,0.0,0.0,0.0,2.0,4.0,0.08333333333333333,4.0,1.0
62,jexcelapi_2_6_12,jxl.biff,jxl.biff.NumFormatRecordsException,NumFormatRecordsException,jxl.biff,jxl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,jexcelapi_2_6_12,jxl.biff,jxl.biff.NumFormatRecordsException,NumFormatRecordsException,jxl,jxl.biff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64,jexcelapi_2_6_12,jxl.biff,jxl.biff.DValParser,DValParser,jxl.biff,jxl.write.biff,3.0,6.0,0.125,6.0,0.0,0.0,0.0,0.0,0.0
65,jexcelapi_2_6_12,jxl.biff,jxl.biff.DValParser,DValParser,jxl.write.biff,jxl.biff,0.0,0.0,0.0,0.0,3.0,6.0,0.125,6.0,1.0
66,jexcelapi_2_6_12,jxl.biff,jxl.biff.FormulaData,FormulaData,jxl.biff,jxl.read.biff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,jexcelapi_2_6_12,jxl.biff,jxl.biff.FormulaData,FormulaData,jxl.read.biff,jxl.biff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,jexcelapi_2_6_12,jxl.biff,jxl.biff.NameRangeException,NameRangeException,jxl.biff,jxl.common,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,jexcelapi_2_6_12,jxl.biff,jxl.biff.NameRangeException,NameRangeException,jxl.common,jxl.biff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70,jexcelapi_2_6_12,jxl.biff,jxl.biff.Type,Type,jxl.biff,jxl.write.biff,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
71,jexcelapi_2_6_12,jxl.biff,jxl.biff.Type,Type,jxl.write.biff,jxl.biff,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
72,jexcelapi_2_6_12,jxl.biff,jxl.biff.DisplayFormat,DisplayFormat,jxl.biff,jxl.common.log,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,jexcelapi_2_6_12,jxl.biff,jxl.biff.DisplayFormat,DisplayFormat,jxl.common.log,jxl.biff,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
74,jexcelapi_2_6_12,jxl.biff,jxl.biff.EncodedURLHelper,EncodedURLHelper,jxl.biff,jxl.write,3.0,11.0,0.3125,15.0,0.0,0.0,0.0,0.0,0.0
75,jexcelapi_2_6_12,jxl.biff,jxl.biff.EncodedURLHelper,EncodedURLHelper,jxl.write,jxl.biff,0.0,0.0,0.0,0.0,3.0,11.0,0.3125,15.0,1.0
76,jexcelapi_2_6_12,jxl.biff,jxl.biff.PaletteRecord,PaletteRecord,jxl.biff,jxl.write,4.0,6.0,0.2708333333333333,13.0,0.0,0.0,0.0,0.0,0.0
77,jexcelapi_2_6_12,jxl.biff,jxl.biff.PaletteRecord,PaletteRecord,jxl.write,jxl.biff,0.0,0.0,0.0,0.0,4.0,6.0,0.2708333333333333,13.0,1.0
78,jexcelapi_2_6_12,jxl.biff,jxl.biff.EmptyCell,EmptyCell,jxl.biff,jxl.write,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
79,jexcelapi_2_6_12,jxl.biff,jxl.biff.EmptyCell,EmptyCell,jxl.write,jxl.biff,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
80,jexcelapi_2_6_12,jxl.biff,jxl.biff.RangeImpl,RangeImpl,jxl.biff,jxl.demo,1.0,2.0,0.041666666666666664,2.0,0.0,0.0,0.0,0.0,0.0
81,jexcelapi_2_6_12,jxl.biff,jxl.biff.RangeImpl,RangeImpl,jxl.demo,jxl.biff,0.0,0.0,0.0,0.0,1.0,2.0,0.041666666666666664,2.0,1.0
82,jexcelapi_2_6_12,jxl.biff,jxl.biff.ConditionalFormatRecord,ConditionalFormatRecord,jxl.biff,jxl.read.biff,2.0,1.0,0.020833333333333332,1.0,2.0,1.0,0.011494252873563218,1.0,0.0
83,jexcelapi_2_6_12,jxl.biff,jxl.biff.ConditionalFormatRecord,ConditionalFormatRecord,jxl.read.biff,jxl.biff,2.0,1.0,0.011494252873563218,1.0,2.0,1.0,0.020833333333333332,1.0,1.0
84,jexcelapi_2_6_12,jxl.biff,jxl.biff.DoubleHelper,DoubleHelper,jxl.biff,jxl.demo,1.0,2.0,0.041666666666666664,2.0,0.0,0.0,0.0,0.0,0.0
85,jexcelapi_2_6_12,jxl.biff,jxl.biff.DoubleHelper,DoubleHelper,jxl.demo,jxl.biff,0.0,0.0,0.0,0.0,1.0,2.0,0.041666666666666664,2.0,1.0
86,jexcelapi_2_6_12,jxl.biff,jxl.biff.CellFinder,CellFinder,jxl.biff,jxl.common,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,jexcelapi_2_6_12,jxl.biff,jxl.biff.CellFinder,CellFinder,jxl.common,jxl.biff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,jexcelapi_2_6_12,jxl.biff,jxl.biff.WritableRecordData,WritableRecordData,jxl.biff,jxl.biff.drawing,4.0,4.0,0.14583333333333334,7.0,0.0,0.0,0.0,0.0,0.0
89,jexcelapi_2_6_12,jxl.biff,jxl.biff.WritableRecordData,WritableRecordData,jxl.biff.drawing,jxl.biff,0.0,0.0,0.0,0.0,4.0,4.0,0.14583333333333334,7.0,1.0
90,jexcelapi_2_6_12,jxl.biff,jxl.biff.AutoFilterRecord,AutoFilterRecord,jxl.biff,jxl.biff.formula,2.0,1.0,0.020833333333333332,1.0,0.0,0.0,0.0,0.0,0.0
91,jexcelapi_2_6_12,jxl.biff,jxl.biff.AutoFilterRecord,AutoFilterRecord,jxl.biff.formula,jxl.biff,0.0,0.0,0.0,0.0,2.0,1.0,0.020833333333333332,1.0,1.0
92,jexcelapi_2_6_12,jxl.biff,jxl.biff.BaseCompoundFile,BaseCompoundFile,jxl.biff,jxl.biff.formula,1.0,12.0,0.25,12.0,0.0,0.0,0.0,0.0,0.0
93,jexcelapi_2_6_12,jxl.biff,jxl.biff.BaseCompoundFile,BaseCompoundFile,jxl.biff.formula,jxl.biff,0.0,0.0,0.0,0.0,1.0,12.0,0.25,12.0,1.0
94,jexcelapi_2_6_12,jxl.biff,jxl.biff.IndexMapping,IndexMapping,jxl.biff,jxl.read.biff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,jexcelapi_2_6_12,jxl.biff,jxl.biff.IndexMapping,IndexMapping,jxl.read.biff,jxl.biff,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
96,jexcelapi_2_6_12,jxl.biff,jxl.biff.HeaderFooter,HeaderFooter,jxl.biff,jxl.write.biff,1.0,16.0,0.3333333333333333,16.0,0.0,0.0,0.0,0.0,0.0
97,jexcelapi_2_6_12,jxl.biff,jxl.biff.HeaderFooter,HeaderFooter,jxl.write.biff,jxl.biff,0.0,0.0,0.0,0.0,1.0,16.0,0.3333333333333333,16.0,1.0
98,jexcelapi_2_6_12,jxl.biff,jxl.biff.WorkbookMethods,WorkbookMethods,jxl.biff,jxl.common,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,jexcelapi_2_6_12,jxl.biff,jxl.biff.WorkbookMethods,WorkbookMethods,jxl.common,jxl.biff,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
100,jexcelapi_2_6_12,jxl.biff,jxl.biff.ConditionalFormatRangeRecord,ConditionalFormatRangeRecord,jxl.biff,jxl.write.biff,4.0,18.0,0.4791666666666667,23.0,0.0,0.0,0.0,0.0,0.0
101,jexcelapi_2_6_12,jxl.biff,jxl.biff.ConditionalFormatRangeRecord,ConditionalFormatRangeRecord,jxl.write.biff,jxl.biff,0.0,0.0,0.0,0.0,4.0,18.0,0.4791666666666667,23.0,1.0
102,jexcelapi_2_6_12,jxl.biff,jxl.biff.RecordData,RecordData,jxl.biff,jxl.common,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,jexcelapi_2_6_12,jxl.biff,jxl.biff.RecordData,RecordData,jxl.common,jxl.biff,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0
104,jexcelapi_2_6_12,jxl.biff,jxl.biff.ByteData,ByteData,jxl.biff,jxl.write.biff,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105,jexcelapi_2_6_12,jxl.biff,jxl.biff.ByteData,ByteData,jxl.write.biff,jxl.biff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106,jexcelapi_2_6_12,jxl.biff,jxl.biff.SheetRangeImpl,SheetRangeImpl,jxl.biff,jxl.common.log,2.0,2.0,0.041666666666666664,2.0,0.0,0.0,0.0,0.0,0.0
107,jexcelapi_2_6_12,jxl.biff,jxl.biff.SheetRangeImpl,SheetRangeImpl,jxl.common.log,jxl.biff,0.0,0.0,0.0,0.0,2.0,2.0,0.041666666666666664,2.0,1.0
108,jexcelapi_2_6_12,jxl.biff,jxl.biff.CellReferenceHelper,CellReferenceHelper,jxl.biff,jxl.format,4.0,10.0,0.22916666666666666,11.0,0.0,0.0,0.0,0.0,0.0
109,jexcelapi_2_6_12,jxl.biff,jxl.biff.CellReferenceHelper,CellReferenceHelper,jxl.format,jxl.biff,0.0,0.0,0.0,0.0,4.0,10.0,0.22916666666666666,11.0,1.0
110,jexcelapi_2_6_12,jxl.biff,jxl.biff.AutoFilterInfoRecord,AutoFilterInfoRecord,jxl.biff,jxl.format,2.0,1.0,0.020833333333333332,1.0,0.0,0.0,0.0,0.0,0.0
111,jexcelapi_2_6_12,jxl.biff,jxl.biff.AutoFilterInfoRecord,AutoFilterInfoRecord,jxl.format,jxl.biff,0.0,0.0,0.0,0.0,2.0,1.0,0.020833333333333332,1.0,1.0
112,jexcelapi_2_6_12,jxl.biff,jxl.biff.CountryCode,CountryCode,jxl.biff,jxl.write.biff,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
113,jexcelapi_2_6_12,jxl.biff,jxl.biff.CountryCode,CountryCode,jxl.write.biff,jxl.biff,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
114,jexcelapi_2_6_12,jxl.biff.drawing,jxl.biff.drawing.MsoDrawingRecord,MsoDrawingRecord,jxl.biff.drawing,jxl.write,11.0,1.0,0.022222222222222223,1.0,0.0,0.0,0.0,0.0,0.0
115,jexcelapi_2_6_12,jxl.biff.drawing,jxl.biff.drawing.MsoDrawingRecord,MsoDrawingRecord,jxl.write,jxl.biff.drawing,0.0,0.0,0.0,0.0,11.0,1.0,0.022222222222222223,1.0,1.0
116,jexcelapi_2_6_12,jxl.biff.formula,jxl.biff.formula.ExternalSheet,ExternalSheet,jxl.biff.formula,jxl.format,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,jexcelapi_2_6_12,jxl.biff.formula,jxl.biff.formula.ExternalSheet,ExternalSheet,jxl.format,jxl.biff.formula,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
118,jexcelapi_2_6_12,jxl.biff.formula,jxl.biff.formula.FormulaErrorCode,FormulaErrorCode,jxl.biff.formula,jxl.format,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,jexcelapi_2_6_12,jxl.biff.formula,jxl.biff.formula.FormulaErrorCode,FormulaErrorCode,jxl.format,jxl.biff.formula,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
120,jexcelapi_2_6_12,jxl.biff.formula,jxl.biff.formula.ParseContext,ParseContext,jxl.biff.formula,jxl.read.biff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,jexcelapi_2_6_12,jxl.biff.formula,jxl.biff.formula.ParseContext,ParseContext,jxl.read.biff,jxl.biff.formula,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
122,jexcelapi_2_6_12,jxl.common,jxl.common.Assert,Assert,jxl.common,jxl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
123,jexcelapi_2_6_12,jxl.common,jxl.common.Assert,Assert,jxl,jxl.common,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
124,jexcelapi_2_6_12,jxl.common,jxl.common.LengthUnit,LengthUnit,jxl.common,jxl.format,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,jexcelapi_2_6_12,jxl.common,jxl.common.LengthUnit,LengthUnit,jxl.format,jxl.common,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
126,jexcelapi_2_6_12,jxl.common,jxl.common.Logger,Logger,jxl.common,jxl.write,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
127,jexcelapi_2_6_12,jxl.common,jxl.common.Logger,Logger,jxl.write,jxl.common,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,1.0
128,jexcelapi_2_6_12,jxl.common,jxl.common.AssertionFailed,AssertionFailed,jxl.common,jxl.biff.formula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,jexcelapi_2_6_12,jxl.common,jxl.common.AssertionFailed,AssertionFailed,jxl.biff.formula,jxl.common,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
130,jexcelapi_2_6_12,jxl.common.log,jxl.common.log.Log4jLoggerName,Log4jLoggerName,jxl.common.log,jxl.common,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,jexcelapi_2_6_12,jxl.common.log,jxl.common.log.Log4jLoggerName,Log4jLoggerName,jxl.common,jxl.common.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,jexcelapi_2_6_12,jxl.common.log,jxl.common.log.Log4JLogger,Log4JLogger,jxl.common.log,jxl.demo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,jexcelapi_2_6_12,jxl.common.log,jxl.common.log.Log4JLogger,Log4JLogger,jxl.demo,jxl.common.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
134,jexcelapi_2_6_12,jxl.common.log,jxl.common.log.LoggerName,LoggerName,jxl.common.log,jxl.format,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,jexcelapi_2_6_12,jxl.common.log,jxl.common.log.LoggerName,LoggerName,jxl.format,jxl.common.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
136,jexcelapi_2_6_12,jxl.common.log,jxl.common.log.SimpleLogger,SimpleLogger,jxl.common.log,jxl.biff.drawing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,jexcelapi_2_6_12,jxl.common.log,jxl.common.log.SimpleLogger,SimpleLogger,jxl.biff.drawing,jxl.common.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
138,jexcelapi_2_6_12,jxl.common.log,jxl.common.log.SimpleLoggerName,SimpleLoggerName,jxl.common.log,jxl.biff.drawing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,jexcelapi_2_6_12,jxl.common.log,jxl.common.log.SimpleLoggerName,SimpleLoggerName,jxl.biff.drawing,jxl.common.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140,jexcelapi_2_6_12,jxl.demo,jxl.demo.CSV,CSV,jxl.demo,jxl.format,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,jexcelapi_2_6_12,jxl.demo,jxl.demo.CSV,CSV,jxl.format,jxl.demo,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
142,jexcelapi_2_6_12,jxl.demo,jxl.demo.ReadWrite,ReadWrite,jxl.demo,jxl.read.biff,2.0,1.0,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
143,jexcelapi_2_6_12,jxl.demo,jxl.demo.ReadWrite,ReadWrite,jxl.read.biff,jxl.demo,0.0,0.0,0.0,0.0,2.0,1.0,0.08333333333333333,1.0,1.0
144,jexcelapi_2_6_12,jxl.demo,jxl.demo.XML,XML,jxl.demo,jxl.write.biff,2.0,2.0,0.16666666666666666,2.0,0.0,0.0,0.0,0.0,0.0
145,jexcelapi_2_6_12,jxl.demo,jxl.demo.XML,XML,jxl.write.biff,jxl.demo,0.0,0.0,0.0,0.0,2.0,2.0,0.16666666666666666,2.0,1.0
146,jexcelapi_2_6_12,jxl.demo,jxl.demo.Formulas,Formulas,jxl.demo,jxl.write,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
